,uid,pairid,lalco,ldep,llife,lcrim,ralco,rdep,rlife,rcrim,secElasped,chosen,order,alcodiff,depdiff,lifediff,crimdiff,gender,age,numberOfChildren,employment,maritalStatus,ethnicity,political,religion,religiousness,econStatus,pairid
6526,4,random,0,1,1,2,0,2,3,2,4,1,46,0,-1,-2,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6527,4,random,0,0,3,2,2,1,2,1,3,0,47,-2,-1,1,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6528,4,random,4,0,2,0,0,0,3,0,2,0,48,4,0,-1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6529,4,random,4,1,1,2,0,2,1,0,8,0,49,4,-1,0,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6530,4,random,2,2,2,2,4,0,2,1,3,1,50,-2,2,0,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6531,4,random,0,0,2,2,4,0,1,0,4,1,51,-4,0,1,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6532,4,random,4,0,3,0,4,2,3,0,4,0,52,0,-2,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6533,4,random,4,1,3,2,0,2,3,0,3,0,53,4,-1,0,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6534,4,random,2,1,2,2,4,1,1,2,3,1,54,-2,0,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6535,4,random,4,1,1,1,4,1,3,1,3,0,55,0,0,-2,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6536,4,random,2,1,2,0,0,2,3,1,5,0,56,2,-1,-1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6537,4,random,2,1,1,2,0,0,2,1,3,1,57,2,1,-1,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6538,4,attcheck,4,0,-1,2,0,2,3,0,3,0,58,4,-2,-4,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,attcheck
6539,4,random,0,2,2,2,4,1,1,2,7,1,59,-4,1,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6720,4,random,0,1,2,0,4,0,3,0,55,1,0,-4,1,-1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6721,4,random,0,0,1,1,2,1,1,1,7,0,1,-2,-1,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6722,4,random,4,2,3,0,0,2,2,1,26,0,2,4,0,1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6723,4,random,2,1,1,0,0,0,2,1,7,1,3,2,1,-1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6724,4,random,2,1,3,0,4,2,2,0,3,1,4,-2,-1,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6725,4,random,0,0,2,0,2,0,2,2,5,1,5,-2,0,0,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6726,4,hard2,0,0,2,1,2,1,2,0,3,0,6,-2,-1,0,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,hard2
6727,4,random,4,2,1,0,4,0,3,2,4,1,7,0,2,-2,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6728,4,random,2,0,2,0,2,1,2,0,10,0,8,0,-1,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6729,4,random,4,1,1,1,4,1,3,1,10,1,9,0,0,-2,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6730,4,random,0,0,2,2,4,0,2,2,3,1,10,-4,0,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6731,4,random,2,2,2,1,4,1,1,2,3,1,11,-2,1,1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6732,4,random,0,2,1,2,0,2,1,1,5,0,12,0,0,0,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6733,4,random,4,2,3,0,0,0,2,2,4,1,13,4,2,1,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6734,4,random,0,0,2,2,4,2,1,0,5,1,14,-4,-2,1,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6735,4,random,0,2,1,0,4,0,1,1,5,1,15,-4,2,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6736,4,random,0,1,2,1,4,1,1,2,2,1,16,-4,0,1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6737,4,random,2,2,1,0,4,2,2,1,4,1,17,-2,0,-1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6738,4,easy1,4,0,1,2,0,0,3,0,3,0,18,4,0,-2,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,easy1
6739,4,random,2,2,1,2,0,1,3,1,4,0,19,2,1,-2,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6740,4,random,4,1,3,2,4,1,2,2,9,0,20,0,0,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6741,4,random,0,1,3,2,0,0,3,0,4,1,21,0,1,0,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6742,4,random,0,1,3,0,0,2,2,2,4,1,22,0,-1,1,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6743,4,random,2,2,3,2,0,0,3,1,5,0,23,2,2,0,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6744,4,random,0,2,3,0,4,2,2,0,3,1,24,-4,0,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6745,4,random,4,2,3,1,2,1,2,0,3,0,25,2,1,1,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6746,4,random,2,1,3,1,2,1,2,0,12,0,26,0,0,1,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6747,4,random,4,2,3,2,0,1,1,2,3,0,27,4,1,2,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6748,4,random,0,1,2,1,0,2,2,2,4,1,28,0,-1,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6749,4,random,2,1,1,1,4,0,3,1,8,1,29,-2,1,-2,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6750,4,random,4,0,3,0,0,0,3,1,53,0,30,4,0,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6751,4,random,2,2,1,0,2,0,2,1,5,0,31,0,2,-1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6752,4,random,4,0,1,1,4,2,3,0,6,0,32,0,-2,-2,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6753,4,easy3,4,0,1,2,0,1,3,0,3,0,33,4,-1,-2,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,easy3
6754,4,attcheck,4,0,-1,2,0,2,3,0,2,0,34,4,-2,-4,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,attcheck
6755,4,random,0,0,2,0,0,2,2,0,8,1,35,0,-2,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6756,4,random,0,1,2,0,2,1,2,0,3,1,36,-2,0,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6757,4,hard3,0,1,2,2,2,0,2,0,3,1,37,-2,1,0,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,hard3
6758,4,random,0,2,2,1,2,0,1,1,3,1,38,-2,2,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6759,4,attcheck,0,2,3,0,4,0,-1,2,3,1,39,-4,2,4,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,attcheck
6760,4,random,2,2,3,0,0,0,2,0,5,1,40,2,2,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6761,4,random,2,1,2,2,2,1,1,0,5,0,41,0,0,1,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6762,4,random,2,1,3,2,4,0,3,1,2,1,42,-2,1,0,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6763,4,random,2,2,1,0,0,2,1,1,3,1,43,2,0,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6764,4,random,0,0,2,2,0,2,2,0,5,0,44,0,-2,0,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6765,4,easy2,4,0,1,2,0,2,3,0,3,0,45,4,-2,-2,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,easy2
6766,4,random,2,1,1,0,2,0,3,0,5,1,46,0,1,-2,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6767,4,hard1,0,0,2,2,2,2,2,0,7,1,47,-2,-2,0,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,hard1
6768,4,random,4,0,3,2,4,2,2,1,3,0,48,0,-2,1,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6769,4,random,4,2,3,0,0,1,2,1,3,0,49,4,1,1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6770,4,random,2,0,2,1,2,1,3,2,4,0,50,0,-1,-1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6771,4,random,4,1,2,1,2,0,3,1,3,0,51,2,1,-1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6772,4,random,0,2,2,0,2,0,3,0,3,1,52,-2,2,-1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6773,4,random,4,2,3,0,2,1,1,1,3,0,53,2,1,2,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6774,4,attcheck,0,2,3,0,4,0,-1,2,2,1,54,-4,2,4,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,attcheck
6775,4,random,0,2,3,0,2,0,3,1,4,1,55,-2,2,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6776,4,random,2,0,2,1,0,2,3,2,3,0,56,2,-2,-1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6777,4,random,2,2,1,1,2,1,1,0,3,0,57,0,1,0,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6778,4,random,2,2,3,1,2,0,1,1,5,1,58,0,2,2,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6779,4,random,0,2,3,2,4,2,2,2,2,1,59,-4,0,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
